name,ncopt,ntopt
MSauthEntry,45
MSvalidateidEntry,38
MSviewprofileEntry,17
MSupdateprofileEntry,50
MSupdateMilesEntry,77
MSbookflightsEntry,23
MScancelbookingEntry,44
MSqueryflightsEntry,9
MSgetrewardmilesEntry,19
