name,ncopt,ntopt
MSauthEntry,0.052066,3
MSvalidateidEntry,0.068994,2
MSviewprofileEntry,0.100645,2
MSupdateprofileEntry,0.133964,2
MSupdateMilesEntry,0.161013,2
MSbookflightsEntry,0.061439,5
MScancelbookingEntry,0.054163,4
MSqueryflightsEntry,0.105566,2
MSgetrewardmilesEntry,0.196194,2
