name,ncopt,ntopt
MSauthEntry,0.060589,2
MSvalidateidEntry,0.054496,2
MSviewprofileEntry,0.038326,2
MSupdateprofileEntry,0.084050,2
MSupdateMilesEntry,0.344560,2
MSbookflightsEntry,0.049779,8
MScancelbookingEntry,0.039201,6
MSqueryflightsEntry,0.148212,2
MSgetrewardmilesEntry,0.135240,2
