name,ncopt,ntopt
MSauthEntry,39
MSvalidateidEntry,46
MSviewprofileEntry,75
MSupdateprofileEntry,27
MSupdateMilesEntry,22
MSbookflightsEntry,52
MScancelbookingEntry,80
MSqueryflightsEntry,19
MSgetrewardmilesEntry,58
