name,ncopt,ntopt
MSauthEntry,76
MSvalidateidEntry,43
MSviewprofileEntry,62
MSupdateprofileEntry,75
MSupdateMilesEntry,53
MSbookflightsEntry,25
MScancelbookingEntry,15
MSqueryflightsEntry,50
MSgetrewardmilesEntry,26
