name,ncopt,ntopt
MSauthEntry,0.014741,4
MSvalidateidEntry,0.032115,2
MSviewprofileEntry,0.020958,2
MSupdateprofileEntry,0.009418,2
MSupdateMilesEntry,0.867490,2
MSbookflightsEntry,0.006350,95
MScancelbookingEntry,0.008935,35
MSqueryflightsEntry,0.005510,2
MSgetrewardmilesEntry,0.025825,2
