name,ncopt,ntopt
MSauthEntry,100
MSvalidateidEntry,100
MSviewprofileEntry,19
MSupdateprofileEntry,21
MSupdateMilesEntry,23
MSbookflightsEntry,52
MScancelbookingEntry,100
MSqueryflightsEntry,35
MSgetrewardmilesEntry,10
