name,ncopt,ntopt
MSauthEntry,0.062249,3
MSvalidateidEntry,0.109073,2
MSviewprofileEntry,0.087767,2
MSupdateprofileEntry,0.080417,2
MSupdateMilesEntry,0.171278,2
MSbookflightsEntry,0.055711,6
MScancelbookingEntry,0.065299,4
MSqueryflightsEntry,0.045003,2
MSgetrewardmilesEntry,0.241975,2
