name,ncopt,ntopt
MSauthEntry,0.103106,2
MSvalidateidEntry,0.059634,2
MSviewprofileEntry,0.077029,2
MSupdateprofileEntry,0.055696,2
MSupdateMilesEntry,0.101477,2
MSbookflightsEntry,0.042429,5
MScancelbookingEntry,0.331124,2
MSqueryflightsEntry,0.078737,2
MSgetrewardmilesEntry,0.112768,2
