TimeSeries ID,ZmV0Y2glMjBjbG91ZF9ydW5fcmV2aXNpb24lMEElN0MlMjBtZXRyaWMlMjAncnVuLmdvb2dsZWFwaXMuY29tJTJGY29udGFpbmVyJTJGYmlsbGFibGVfaW5zdGFuY2VfdGltZSclMEElN0MlMjBmaWx0ZXIlMEElMjAlMjAlMjAlMjByZXNvdXJjZS5wcm9qZWN0X2lkJTIwJTNEJTNEJTIwJ21vZGVsbGVhcm5pbmcnJTBBJTIwJTIwJTIwJTIwJTI2JTI2JTBBJTIwJTIwJTIwJTIwKHJlc291cmNlLmxvY2F0aW9uJTIwJTNEJTNEJTIwJ25vcnRoYW1lcmljYS1ub3J0aGVhc3QxJyUwQSUyMCUyMCUyMCUyMCUyMCUyNiUyNiUyMHJlc291cmNlLnNlcnZpY2VfbmFtZSUyMCUzRH4lMjAnbXMuKmVudHJ5JyklMEElN0MlMjBhbGlnbiUyMHJhdGUoMW0pJTBBJTdDJTIwZXZlcnklMjAxbSUwQSU3QyUyMGdyb3VwX2J5JTIwJTVCJTVEJTJDJTBBJTIwJTIwJTIwJTIwJTVCdmFsdWVfYmlsbGFibGVfaW5zdGFuY2VfdGltZV9hZ2dyZWdhdGUlM0ElMEElMjAlMjAlMjAlMjAlMjAlMjAlMjBhZ2dyZWdhdGUodmFsdWUuYmlsbGFibGVfaW5zdGFuY2VfdGltZSklNUQ=
,undefined
Wed Mar 13 2024 20:38:00 GMT+0100 (Ora standard dell’Europa centrale),9.71926631036275
Wed Mar 13 2024 20:39:00 GMT+0100 (Ora standard dell’Europa centrale),9.921535030200143
Wed Mar 13 2024 20:40:00 GMT+0100 (Ora standard dell’Europa centrale),13.063098085149614
Wed Mar 13 2024 20:41:00 GMT+0100 (Ora standard dell’Europa centrale),19.474485456342833
Wed Mar 13 2024 20:42:00 GMT+0100 (Ora standard dell’Europa centrale),31.9669009984937
Wed Mar 13 2024 20:43:00 GMT+0100 (Ora standard dell’Europa centrale),49.06201260434022
Wed Mar 13 2024 20:44:00 GMT+0100 (Ora standard dell’Europa centrale),64.81399933249917
Wed Mar 13 2024 20:45:00 GMT+0100 (Ora standard dell’Europa centrale),71.59348321732894
Wed Mar 13 2024 20:46:00 GMT+0100 (Ora standard dell’Europa centrale),63.68071444513199
Wed Mar 13 2024 20:47:00 GMT+0100 (Ora standard dell’Europa centrale),43.06443650859222
Wed Mar 13 2024 20:48:00 GMT+0100 (Ora standard dell’Europa centrale),29.041446086058837
Wed Mar 13 2024 20:49:00 GMT+0100 (Ora standard dell’Europa centrale),25.596452526449596
Wed Mar 13 2024 20:50:00 GMT+0100 (Ora standard dell’Europa centrale),15.274706358989313
Wed Mar 13 2024 20:51:00 GMT+0100 (Ora standard dell’Europa centrale),9.416369593744944
