TimeSeries ID,request_count.cloud_run_revision.ALIGN_RATE.REDUCE_SUM.metric.type="run.googleapis.com/request_count" resource.type="cloud_run_revision" resource.label."service_name"="msauthentry".60s.project_id:modellearning
project_id,modellearning
Wed Mar 13 2024 20:38:00 GMT+0100 (Ora standard dell’Europa centrale),0
Wed Mar 13 2024 20:39:00 GMT+0100 (Ora standard dell’Europa centrale),0.1
Wed Mar 13 2024 20:40:00 GMT+0100 (Ora standard dell’Europa centrale),8.066666666666666
Wed Mar 13 2024 20:41:00 GMT+0100 (Ora standard dell’Europa centrale),27.366666666666667
Wed Mar 13 2024 20:42:00 GMT+0100 (Ora standard dell’Europa centrale),48.21666666666667
Wed Mar 13 2024 20:43:00 GMT+0100 (Ora standard dell’Europa centrale),75.53333333333333
Wed Mar 13 2024 20:44:00 GMT+0100 (Ora standard dell’Europa centrale),105.75
Wed Mar 13 2024 20:45:00 GMT+0100 (Ora standard dell’Europa centrale),112.61666666666666
Wed Mar 13 2024 20:46:00 GMT+0100 (Ora standard dell’Europa centrale),92.75
Wed Mar 13 2024 20:47:00 GMT+0100 (Ora standard dell’Europa centrale),55.31666666666667
Wed Mar 13 2024 20:48:00 GMT+0100 (Ora standard dell’Europa centrale),25.833333333333332
Wed Mar 13 2024 20:49:00 GMT+0100 (Ora standard dell’Europa centrale),39.233333333333334
Wed Mar 13 2024 20:50:00 GMT+0100 (Ora standard dell’Europa centrale),12.95
Wed Mar 13 2024 20:51:00 GMT+0100 (Ora standard dell’Europa centrale),0
