name,ncopt,ntopt
MSauthEntry,17
MSvalidateidEntry,100
MSviewprofileEntry,100
MSupdateprofileEntry,100
MSupdateMilesEntry,21
MSbookflightsEntry,55
MScancelbookingEntry,100
MSqueryflightsEntry,100
MSgetrewardmilesEntry,10
