name,ncopt,ntopt
MSauthEntry,17
MSvalidateidEntry,25
MSviewprofileEntry,65
MSupdateprofileEntry,63
MSupdateMilesEntry,64
MSbookflightsEntry,43
MScancelbookingEntry,17
MSqueryflightsEntry,11
MSgetrewardmilesEntry,38
