1,0.024009999997404
2,0.0249502030008836
3,0.048859796447027
4,0.0727702029335881
5,0.0966802018200665
6,0.120589797796759
7,0.144500202458329
8,0.168410202047412
9,0.192320203586105
10,0.216230203273743
11,0.240139798669755
12,0.264049800115688
13,0.287960203026632
14,0.311870203355366
15,0.335780203427936
16,0.35969020313875
17,0.383600203443949
18,0.407510203259349
19,0.431420202421647
20,0.455329795820352
21,0.479240204963026
22,0.503150204424723
23,0.527059797713567
24,0.550970203754299
25,0.57488020394083
26,0.598789797125914
27,0.62269979708023
28,0.646610203909697
29,0.670519797337715
30,0.694429796680285
31,0.71833979673873
32,0.742250203533426
33,0.766159797107179
34,0.790069796525471
35,0.813979796934653
36,0.837889795850202
37,0.861799797202843
38,0.885709796263088
39,0.909620200474755
40,0.933529796460887
41,0.957439799871978
42,0.981350203266314
43,1.00526020351793
44,1.02917018260284
45,1.0530797968287
46,1.07699020323649
