name,ncopt,ntopt
MSauthEntry,0.002397,4
MSvalidateidEntry,0.006101,2
MSviewprofileEntry,0.002426,2
MSupdateprofileEntry,0.002607,2
MSupdateMilesEntry,0.946237,2
MSbookflightsEntry,0.003325,196
MScancelbookingEntry,0.004015,82
MSqueryflightsEntry,0.003490,2
MSgetrewardmilesEntry,0.022028,2
