TimeSeries ID,ZmV0Y2glMjBjbG91ZF9ydW5fcmV2aXNpb24lMEElN0MlMjBtZXRyaWMlMjAncnVuLmdvb2dsZWFwaXMuY29tJTJGY29udGFpbmVyJTJGYmlsbGFibGVfaW5zdGFuY2VfdGltZSclMEElN0MlMjBmaWx0ZXIlMEElMjAlMjAlMjAlMjByZXNvdXJjZS5wcm9qZWN0X2lkJTIwJTNEJTNEJTIwJ21vZGVsbGVhcm5pbmcnJTBBJTIwJTIwJTIwJTIwJTI2JTI2JTBBJTIwJTIwJTIwJTIwKHJlc291cmNlLmxvY2F0aW9uJTIwJTNEJTNEJTIwJ25vcnRoYW1lcmljYS1ub3J0aGVhc3QxJyUwQSUyMCUyMCUyMCUyMCUyMCUyNiUyNiUyMHJlc291cmNlLnNlcnZpY2VfbmFtZSUyMCUzRH4lMjAnbXMuKmVudHJ5JyklMEElN0MlMjBhbGlnbiUyMHJhdGUoMW0pJTBBJTdDJTIwZXZlcnklMjAxbSUwQSU3QyUyMGdyb3VwX2J5JTIwJTVCJTVEJTJDJTBBJTIwJTIwJTIwJTIwJTVCdmFsdWVfYmlsbGFibGVfaW5zdGFuY2VfdGltZV9hZ2dyZWdhdGUlM0ElMEElMjAlMjAlMjAlMjAlMjAlMjAlMjBhZ2dyZWdhdGUodmFsdWUuYmlsbGFibGVfaW5zdGFuY2VfdGltZSklNUQ=
,undefined
Thu Mar 14 2024 19:03:00 GMT+0100 (Ora standard dell’Europa centrale),11.277219747396785
Thu Mar 14 2024 19:04:00 GMT+0100 (Ora standard dell’Europa centrale),15.46266545491151
Thu Mar 14 2024 19:05:00 GMT+0100 (Ora standard dell’Europa centrale),30.80321142993706
Thu Mar 14 2024 19:06:00 GMT+0100 (Ora standard dell’Europa centrale),53.839732146378694
Thu Mar 14 2024 19:07:00 GMT+0100 (Ora standard dell’Europa centrale),81.81238652712395
Thu Mar 14 2024 19:08:00 GMT+0100 (Ora standard dell’Europa centrale),110.95310306083016
Thu Mar 14 2024 19:09:00 GMT+0100 (Ora standard dell’Europa centrale),122.61498856245152
Thu Mar 14 2024 19:10:00 GMT+0100 (Ora standard dell’Europa centrale),107.90161156670258
Thu Mar 14 2024 19:11:00 GMT+0100 (Ora standard dell’Europa centrale),79.19458603141072
Thu Mar 14 2024 19:12:00 GMT+0100 (Ora standard dell’Europa centrale),50.97795355849366
Thu Mar 14 2024 19:13:00 GMT+0100 (Ora standard dell’Europa centrale),43.66824574247501
Thu Mar 14 2024 19:14:00 GMT+0100 (Ora standard dell’Europa centrale),35.62905683618606
Thu Mar 14 2024 19:15:00 GMT+0100 (Ora standard dell’Europa centrale),17.186106365508515
Thu Mar 14 2024 19:16:00 GMT+0100 (Ora standard dell’Europa centrale),9.304161310292516
