TimeSeries ID,request_count.cloud_run_revision.ALIGN_RATE.REDUCE_SUM.metric.type="run.googleapis.com/request_count" resource.type="cloud_run_revision" resource.label."service_name"="msauthentry".60s.project_id:modellearning
project_id,modellearning
Thu Mar 14 2024 18:34:00 GMT+0100 (Ora standard dell’Europa centrale),0.016666666666666666
Thu Mar 14 2024 18:35:00 GMT+0100 (Ora standard dell’Europa centrale),0.75
Thu Mar 14 2024 18:36:00 GMT+0100 (Ora standard dell’Europa centrale),20.416666666666668
Thu Mar 14 2024 18:37:00 GMT+0100 (Ora standard dell’Europa centrale),43.416666666666664
Thu Mar 14 2024 18:38:00 GMT+0100 (Ora standard dell’Europa centrale),74.66666666666667
Thu Mar 14 2024 18:39:00 GMT+0100 (Ora standard dell’Europa centrale),108.91666666666667
Thu Mar 14 2024 18:40:00 GMT+0100 (Ora standard dell’Europa centrale),129.98333333333332
Thu Mar 14 2024 18:41:00 GMT+0100 (Ora standard dell’Europa centrale),110.1
Thu Mar 14 2024 18:42:00 GMT+0100 (Ora standard dell’Europa centrale),73.53333333333333
Thu Mar 14 2024 18:43:00 GMT+0100 (Ora standard dell’Europa centrale),37.166666666666664
Thu Mar 14 2024 18:44:00 GMT+0100 (Ora standard dell’Europa centrale),26.883333333333333
Thu Mar 14 2024 18:45:00 GMT+0100 (Ora standard dell’Europa centrale),38.9
Thu Mar 14 2024 18:46:00 GMT+0100 (Ora standard dell’Europa centrale),2.3333333333333335
Thu Mar 14 2024 18:47:00 GMT+0100 (Ora standard dell’Europa centrale),0
