name,ncopt,ntopt
MSauthEntry,0.059108,2
MSvalidateidEntry,0.035634,2
MSviewprofileEntry,0.036834,2
MSupdateprofileEntry,0.442693,2
MSupdateMilesEntry,0.058856,2
MSbookflightsEntry,0.251300,2
MScancelbookingEntry,0.017203,4
MSqueryflightsEntry,0.022631,2
MSgetrewardmilesEntry,0.056697,2
