name,ncopt,ntopt
MSauthEntry,100
MSvalidateidEntry,100
MSviewprofileEntry,100
MSupdateprofileEntry,100
MSupdateMilesEntry,7
MSbookflightsEntry,21
MScancelbookingEntry,32
MSqueryflightsEntry,100
MSgetrewardmilesEntry,52
