name,ncopt,ntopt
MSauthEntry,0.046581,5
MSvalidateidEntry,0.158164,2
MSviewprofileEntry,0.127219,2
MSupdateprofileEntry,0.077425,2
MSupdateMilesEntry,0.125166,2
MSbookflightsEntry,0.130594,3
MScancelbookingEntry,0.079661,3
MSqueryflightsEntry,0.040685,2
MSgetrewardmilesEntry,0.160483,2
