name,ncopt,ntopt
MSauthEntry,0.110625,2
MSvalidateidEntry,0.057051,2
MSviewprofileEntry,0.027495,2
MSupdateprofileEntry,0.025868,2
MSupdateMilesEntry,0.082451,2
MSbookflightsEntry,0.036641,5
MScancelbookingEntry,0.119695,2
MSqueryflightsEntry,0.388549,2
MSgetrewardmilesEntry,0.113500,2
