name,ncopt,ntopt
MSauthEntry,0.069454,2
MSvalidateidEntry,0.056415,2
MSviewprofileEntry,0.079407,2
MSupdateprofileEntry,0.073960,2
MSupdateMilesEntry,0.126711,2
MSbookflightsEntry,0.332381,2
MScancelbookingEntry,0.040933,3
MSqueryflightsEntry,0.070312,2
MSgetrewardmilesEntry,0.112500,2
