name,ncopt,ntopt
MSauthEntry,30
MSvalidateidEntry,39
MSviewprofileEntry,27
MSupdateprofileEntry,28
MSupdateMilesEntry,58
MSbookflightsEntry,13
MScancelbookingEntry,75
MSqueryflightsEntry,30
MSgetrewardmilesEntry,74
