TimeSeries ID,ZmV0Y2glMjBjbG91ZF9ydW5fcmV2aXNpb24lMEElN0MlMjBtZXRyaWMlMjAncnVuLmdvb2dsZWFwaXMuY29tJTJGY29udGFpbmVyJTJGYmlsbGFibGVfaW5zdGFuY2VfdGltZSclMEElN0MlMjBmaWx0ZXIlMEElMjAlMjAlMjAlMjByZXNvdXJjZS5wcm9qZWN0X2lkJTIwJTNEJTNEJTIwJ21vZGVsbGVhcm5pbmcnJTBBJTIwJTIwJTIwJTIwJTI2JTI2JTBBJTIwJTIwJTIwJTIwKHJlc291cmNlLmxvY2F0aW9uJTIwJTNEJTNEJTIwJ25vcnRoYW1lcmljYS1ub3J0aGVhc3QxJyUwQSUyMCUyMCUyMCUyMCUyMCUyNiUyNiUyMHJlc291cmNlLnNlcnZpY2VfbmFtZSUyMCUzRH4lMjAnbXMuKmVudHJ5JyklMEElN0MlMjBhbGlnbiUyMHJhdGUoMW0pJTBBJTdDJTIwZXZlcnklMjAxbSUwQSU3QyUyMGdyb3VwX2J5JTIwJTVCJTVEJTJDJTBBJTIwJTIwJTIwJTIwJTVCdmFsdWVfYmlsbGFibGVfaW5zdGFuY2VfdGltZV9hZ2dyZWdhdGUlM0ElMEElMjAlMjAlMjAlMjAlMjAlMjAlMjBhZ2dyZWdhdGUodmFsdWUuYmlsbGFibGVfaW5zdGFuY2VfdGltZSklNUQ=
,undefined
Wed Mar 13 2024 21:07:00 GMT+0100 (Ora standard dell’Europa centrale),10.834874391436111
Wed Mar 13 2024 21:08:00 GMT+0100 (Ora standard dell’Europa centrale),11.473420614017572
Wed Mar 13 2024 21:09:00 GMT+0100 (Ora standard dell’Europa centrale),19.960675519925598
Wed Mar 13 2024 21:10:00 GMT+0100 (Ora standard dell’Europa centrale),37.32216117502038
Wed Mar 13 2024 21:11:00 GMT+0100 (Ora standard dell’Europa centrale),58.32768227123554
Wed Mar 13 2024 21:12:00 GMT+0100 (Ora standard dell’Europa centrale),83.14890189293209
Wed Mar 13 2024 21:13:00 GMT+0100 (Ora standard dell’Europa centrale),104.47073950270173
Wed Mar 13 2024 21:14:00 GMT+0100 (Ora standard dell’Europa centrale),106.74677466657407
Wed Mar 13 2024 21:15:00 GMT+0100 (Ora standard dell’Europa centrale),89.53755731125548
Wed Mar 13 2024 21:16:00 GMT+0100 (Ora standard dell’Europa centrale),62.20067332468348
Wed Mar 13 2024 21:17:00 GMT+0100 (Ora standard dell’Europa centrale),41.28114524797464
Wed Mar 13 2024 21:18:00 GMT+0100 (Ora standard dell’Europa centrale),38.93156338300519
Wed Mar 13 2024 21:19:00 GMT+0100 (Ora standard dell’Europa centrale),25.49783368758323
Wed Mar 13 2024 21:20:00 GMT+0100 (Ora standard dell’Europa centrale),11.878416324947027
