name,ncopt,ntopt
MSauthEntry,74
MSvalidateidEntry,29
MSviewprofileEntry,17
MSupdateprofileEntry,70
MSupdateMilesEntry,20
MSbookflightsEntry,26
MScancelbookingEntry,39
MSqueryflightsEntry,29
MSgetrewardmilesEntry,62
