name,ncopt,ntopt
MSauthEntry,0.039201,3
MSvalidateidEntry,0.067010,2
MSviewprofileEntry,0.153991,2
MSupdateprofileEntry,0.032245,2
MSupdateMilesEntry,0.357958,2
MSbookflightsEntry,0.078124,6
MScancelbookingEntry,0.051954,5
MSqueryflightsEntry,0.066021,2
MSgetrewardmilesEntry,0.114821,2
