TimeSeries ID,ZmV0Y2glMjBjbG91ZF9ydW5fcmV2aXNpb24lMEElN0MlMjBtZXRyaWMlMjAncnVuLmdvb2dsZWFwaXMuY29tJTJGY29udGFpbmVyJTJGYmlsbGFibGVfaW5zdGFuY2VfdGltZSclMEElN0MlMjBmaWx0ZXIlMEElMjAlMjAlMjAlMjByZXNvdXJjZS5wcm9qZWN0X2lkJTIwJTNEJTNEJTIwJ21vZGVsbGVhcm5pbmcnJTBBJTIwJTIwJTIwJTIwJTI2JTI2JTBBJTIwJTIwJTIwJTIwKHJlc291cmNlLmxvY2F0aW9uJTIwJTNEJTNEJTIwJ25vcnRoYW1lcmljYS1ub3J0aGVhc3QxJyUwQSUyMCUyMCUyMCUyMCUyMCUyNiUyNiUyMHJlc291cmNlLnNlcnZpY2VfbmFtZSUyMCUzRH4lMjAnbXMuKmVudHJ5JyklMEElN0MlMjBhbGlnbiUyMHJhdGUoMW0pJTBBJTdDJTIwZXZlcnklMjAxbSUwQSU3QyUyMGdyb3VwX2J5JTIwJTVCJTVEJTJDJTBBJTIwJTIwJTIwJTIwJTVCdmFsdWVfYmlsbGFibGVfaW5zdGFuY2VfdGltZV9hZ2dyZWdhdGUlM0ElMEElMjAlMjAlMjAlMjAlMjAlMjAlMjBhZ2dyZWdhdGUodmFsdWUuYmlsbGFibGVfaW5zdGFuY2VfdGltZSklNUQ=
,undefined
Thu Mar 14 2024 09:05:00 GMT+0100 (Ora standard dell’Europa centrale),10.976045584860262
Thu Mar 14 2024 09:06:00 GMT+0100 (Ora standard dell’Europa centrale),13.71113953659115
Thu Mar 14 2024 09:07:00 GMT+0100 (Ora standard dell’Europa centrale),29.044013859644373
Thu Mar 14 2024 09:08:00 GMT+0100 (Ora standard dell’Europa centrale),58.19504894310815
Thu Mar 14 2024 09:09:00 GMT+0100 (Ora standard dell’Europa centrale),91.9820782637121
Thu Mar 14 2024 09:10:00 GMT+0100 (Ora standard dell’Europa centrale),125.34786424961663
Thu Mar 14 2024 09:11:00 GMT+0100 (Ora standard dell’Europa centrale),146.06333287237365
Thu Mar 14 2024 09:12:00 GMT+0100 (Ora standard dell’Europa centrale),133.62055040700608
Thu Mar 14 2024 09:13:00 GMT+0100 (Ora standard dell’Europa centrale),101.56777057616429
Thu Mar 14 2024 09:14:00 GMT+0100 (Ora standard dell’Europa centrale),65.28603077056434
Thu Mar 14 2024 09:15:00 GMT+0100 (Ora standard dell’Europa centrale),47.74905710941717
Thu Mar 14 2024 09:16:00 GMT+0100 (Ora standard dell’Europa centrale),46.52057256434389
Thu Mar 14 2024 09:17:00 GMT+0100 (Ora standard dell’Europa centrale),24.49561220763337
Thu Mar 14 2024 09:18:00 GMT+0100 (Ora standard dell’Europa centrale),10.10490504434744
