name,ncopt,ntopt
MSauthEntry,30
MSvalidateidEntry,24
MSviewprofileEntry,54
MSupdateprofileEntry,11
MSupdateMilesEntry,43
MSbookflightsEntry,22
MScancelbookingEntry,11
MSqueryflightsEntry,62
MSgetrewardmilesEntry,36
