name,ncopt,ntopt
MSauthEntry,0.036681,3
MSvalidateidEntry,0.045113,2
MSviewprofileEntry,0.020931,2
MSupdateprofileEntry,0.297044,2
MSupdateMilesEntry,0.080345,2
MSbookflightsEntry,0.051667,4
MScancelbookingEntry,0.322448,2
MSqueryflightsEntry,0.025074,2
MSgetrewardmilesEntry,0.090355,2
