name,ncopt,ntopt
MSauthEntry,100
MSvalidateidEntry,10
MSviewprofileEntry,100
MSupdateprofileEntry,100
MSupdateMilesEntry,7
MSbookflightsEntry,20
MScancelbookingEntry,31
MSqueryflightsEntry,100
MSgetrewardmilesEntry,100
