name,ncopt,ntopt
MSauthEntry,51
MSvalidateidEntry,8
MSviewprofileEntry,100
MSupdateprofileEntry,100
MSupdateMilesEntry,12
MSbookflightsEntry,27
MScancelbookingEntry,100
MSqueryflightsEntry,80
MSgetrewardmilesEntry,100
