TimeSeries ID,ZmV0Y2glMjBjbG91ZF9ydW5fcmV2aXNpb24lMEElN0MlMjBtZXRyaWMlMjAncnVuLmdvb2dsZWFwaXMuY29tJTJGY29udGFpbmVyJTJGYmlsbGFibGVfaW5zdGFuY2VfdGltZSclMEElN0MlMjBmaWx0ZXIlMEElMjAlMjAlMjAlMjByZXNvdXJjZS5wcm9qZWN0X2lkJTIwJTNEJTNEJTIwJ21vZGVsbGVhcm5pbmcnJTBBJTIwJTIwJTIwJTIwJTI2JTI2JTBBJTIwJTIwJTIwJTIwKHJlc291cmNlLmxvY2F0aW9uJTIwJTNEJTNEJTIwJ25vcnRoYW1lcmljYS1ub3J0aGVhc3QxJyUwQSUyMCUyMCUyMCUyMCUyMCUyNiUyNiUyMHJlc291cmNlLnNlcnZpY2VfbmFtZSUyMCUzRH4lMjAnbXMuKmVudHJ5JyklMEElN0MlMjBhbGlnbiUyMHJhdGUoMW0pJTBBJTdDJTIwZXZlcnklMjAxbSUwQSU3QyUyMGdyb3VwX2J5JTIwJTVCJTVEJTJDJTBBJTIwJTIwJTIwJTIwJTVCdmFsdWVfYmlsbGFibGVfaW5zdGFuY2VfdGltZV9hZ2dyZWdhdGUlM0ElMEElMjAlMjAlMjAlMjAlMjAlMjAlMjBhZ2dyZWdhdGUodmFsdWUuYmlsbGFibGVfaW5zdGFuY2VfdGltZSklNUQ=
,undefined
Thu Mar 14 2024 18:34:00 GMT+0100 (Ora standard dell’Europa centrale),9.5672817052975
Thu Mar 14 2024 18:35:00 GMT+0100 (Ora standard dell’Europa centrale),11.942223412790854
Thu Mar 14 2024 18:36:00 GMT+0100 (Ora standard dell’Europa centrale),19.021206975726756
Thu Mar 14 2024 18:37:00 GMT+0100 (Ora standard dell’Europa centrale),31.671424134854156
Thu Mar 14 2024 18:38:00 GMT+0100 (Ora standard dell’Europa centrale),50.77723195863773
Thu Mar 14 2024 18:39:00 GMT+0100 (Ora standard dell’Europa centrale),71.46362931323117
Thu Mar 14 2024 18:40:00 GMT+0100 (Ora standard dell’Europa centrale),85.67533000488271
Thu Mar 14 2024 18:41:00 GMT+0100 (Ora standard dell’Europa centrale),86.1443325097391
Thu Mar 14 2024 18:42:00 GMT+0100 (Ora standard dell’Europa centrale),68.62273303709159
Thu Mar 14 2024 18:43:00 GMT+0100 (Ora standard dell’Europa centrale),42.45392385234341
Thu Mar 14 2024 18:44:00 GMT+0100 (Ora standard dell’Europa centrale),31.272286778050947
Thu Mar 14 2024 18:45:00 GMT+0100 (Ora standard dell’Europa centrale),22.703942443194283
Thu Mar 14 2024 18:46:00 GMT+0100 (Ora standard dell’Europa centrale),12.530069329843876
Thu Mar 14 2024 18:47:00 GMT+0100 (Ora standard dell’Europa centrale),9.853446117488875
