name,ncopt,ntopt
MSauthEntry,73
MSvalidateidEntry,41
MSviewprofileEntry,27
MSupdateprofileEntry,22
MSupdateMilesEntry,58
MSbookflightsEntry,49
MScancelbookingEntry,64
MSqueryflightsEntry,26
MSgetrewardmilesEntry,43
