name,ncopt,ntopt
MSauthEntry,44
MSvalidateidEntry,29
MSviewprofileEntry,27
MSupdateprofileEntry,31
MSupdateMilesEntry,16
MSbookflightsEntry,67
MScancelbookingEntry,44
MSqueryflightsEntry,46
MSgetrewardmilesEntry,90
