name,ncopt,ntopt
MSauthEntry,0.045335,3
MSvalidateidEntry,0.062037,2
MSviewprofileEntry,0.066320,2
MSupdateprofileEntry,0.058757,2
MSupdateMilesEntry,0.527309,2
MSbookflightsEntry,0.035667,13
MScancelbookingEntry,0.044934,6
MSqueryflightsEntry,0.044504,2
MSgetrewardmilesEntry,0.086073,2
